BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000006.1.region001	NZ_FNEA01000006.1	Paracoccus denitrificans strain DSM 413	RiPP-like	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000007.1.region001	NZ_FNEA01000007.1	Paracoccus denitrificans strain DSM 413	NRPS	NRPS	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000012.1.region001	NZ_FNEA01000012.1	Paracoccus denitrificans strain DSM 413	LAP.thiopeptide	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000013.1.region001	NZ_FNEA01000013.1	Paracoccus denitrificans strain DSM 413	NRPS.NRP-metallophore	Others	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000014.1.region001	NZ_FNEA01000014.1	Paracoccus denitrificans strain DSM 413	hserlactone	Others	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000014.1.region002	NZ_FNEA01000014.1	Paracoccus denitrificans strain DSM 413	NRPS-like.T1PKS	PKS-NRP_Hybrids	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000020.1.region001	NZ_FNEA01000020.1	Paracoccus denitrificans strain DSM 413	thioamitides	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000030.1.region001	NZ_FNEA01000030.1	Paracoccus denitrificans strain DSM 413	ranthipeptide	RiPPs	Paracoccus denitrificans DSM 413..	
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000005.1.region001	NZ_FOCE01000005.1	Gemmobacter aquatilis strain DSM 3857	terpene	Terpene	Gemmobacter aquatilis DSM 3857..	
GCF_900110025.1_Gemmobacter_aquatilis_DSM_3857-NZ_FOCE01000008.1.region001	NZ_FOCE01000008.1	Gemmobacter aquatilis strain DSM 3857	NRPS-like.T1PKS	PKS-NRP_Hybrids	Gemmobacter aquatilis DSM 3857..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000001.1.region001	NZ_UIHC01000001.1	Roseibaca ekhonensis strain CECT7235	ectoine	Others	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000006.1.region001	NZ_UIHC01000006.1	Roseibaca ekhonensis strain CECT7235	T3PKS	PKSother	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000007.1.region001	NZ_UIHC01000007.1	Roseibaca ekhonensis strain CECT7235	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000012.1.region001	NZ_UIHC01000012.1	Roseibaca ekhonensis strain CECT7235	terpene	Terpene	Roseibaca ekhonensis CECT7235..	
GCF_900499075.1_Roseibaca_ekhonensis_CECT_7235-NZ_UIHC01000019.1.region001	NZ_UIHC01000019.1	Roseibaca ekhonensis strain CECT7235	RRE-containing	RiPPs	Roseibaca ekhonensis CECT7235..	
NZ_JACBXS010000001.1.region001	NZ_JACBXS010000001.1	Rhabdonatronobacter sediminivivens strain IM2376	terpene	Terpene	Rhabdonatronobacter sediminivivens Unclassified.	
NZ_JACBXS010000001.1.region002	NZ_JACBXS010000001.1	Rhabdonatronobacter sediminivivens strain IM2376	terpene	Terpene	Rhabdonatronobacter sediminivivens Unclassified.	
NZ_JACBXS010000003.1.region001	NZ_JACBXS010000003.1	Rhabdonatronobacter sediminivivens strain IM2376	hserlactone	Others	Rhabdonatronobacter sediminivivens Unclassified.	
NZ_JACBXS010000004.1.region001	NZ_JACBXS010000004.1	Rhabdonatronobacter sediminivivens strain IM2376	ectoine	Others	Rhabdonatronobacter sediminivivens Unclassified.	
NZ_JACBXS010000012.1.region001	NZ_JACBXS010000012.1	Rhabdonatronobacter sediminivivens strain IM2376	NRPS-like.T1PKS	PKS-NRP_Hybrids	Rhabdonatronobacter sediminivivens Unclassified.	
NZ_JACBXS010000036.1.region001	NZ_JACBXS010000036.1	Rhabdonatronobacter sediminivivens strain IM2376	phosphonate	Others	Rhabdonatronobacter sediminivivens Unclassified.	
NZ_JAFMPR010000001.1.region001	NZ_JAFMPR010000001.1	Roseibaca sp.y0-43 strain Y0-43	ectoine	Others	Roseibaca sp.y0-43 Unclassified.	
NZ_JAFMPR010000003.1.region001	NZ_JAFMPR010000003.1	Roseibaca sp.y0-43 strain Y0-43	T3PKS	PKSother	Roseibaca sp.y0-43 Unclassified.	
NZ_JAFMPR010000008.1.region001	NZ_JAFMPR010000008.1	Roseibaca sp.y0-43 strain Y0-43	terpene	Terpene	Roseibaca sp.y0-43 Unclassified.	
NZ_JAFMPR010000012.1.region001	NZ_JAFMPR010000012.1	Roseibaca sp.y0-43 strain Y0-43	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseibaca sp.y0-43 Unclassified.	
NZ_JAQZSM010000003.1.region001	NZ_JAQZSM010000003.1	Roseinatronobacter sp.hjb301 strain HJB301	hserlactone	Others	Roseinatronobacter sp.hjb301 Unclassified.	
NZ_JAQZSM010000006.1.region001	NZ_JAQZSM010000006.1	Roseinatronobacter sp.hjb301 strain HJB301	terpene	Terpene	Roseinatronobacter sp.hjb301 Unclassified.	
NZ_JAQZSM010000008.1.region001	NZ_JAQZSM010000008.1	Roseinatronobacter sp.hjb301 strain HJB301	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseinatronobacter sp.hjb301 Unclassified.	
NZ_JAQZSM010000009.1.region001	NZ_JAQZSM010000009.1	Roseinatronobacter sp.hjb301 strain HJB301	ectoine	Others	Roseinatronobacter sp.hjb301 Unclassified.	
NZ_MJAP01000001.1.region001	NZ_MJAP01000001.1	Natronohydrobacter thiooxidans strain AH01	NRPS-like.T1PKS	PKS-NRP_Hybrids	Natronohydrobacter thiooxidans Unclassified.	
NZ_MJAP01000002.1.region001	NZ_MJAP01000002.1	Natronohydrobacter thiooxidans strain AH01	ectoine	Others	Natronohydrobacter thiooxidans Unclassified.	
NZ_MJAP01000010.1.region001	NZ_MJAP01000010.1	Natronohydrobacter thiooxidans strain AH01	hserlactone	Others	Natronohydrobacter thiooxidans Unclassified.	
